FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
webflux,31000.0,200.0,61.251265083694626,75.59111921514709,83.87783027090381,27934.94742071272,0.0,0.3655356069421036,630.2083971837941,65.74284171885702,0.0
webflux,31000.0,210.0,64.99958920610112,79.14844562184372,83.62408580808436,28126.47370603069,0.0,0.3420894408719036,679.5721907220202,66.85897012453982,0.0
webflux,31000.0,220.0,65.24537280135866,77.13448850225961,79.2185451590137,26716.646897403516,0.0,0.34898791576716803,662.3995250639949,66.26826336061103,0.0
webflux,31000.0,230.0,66.85066193397485,81.05042289229438,87.8653635485857,28131.991303124963,0.0,0.345899716893056,640.9455716707243,67.53693972549218,0.0
webflux,31000.0,240.0,66.69571514672208,80.45596012584969,78.87481349418024,27120.191421600626,0.0,0.36266059526545646,690.4956765067551,70.49251044778158,0.0
webflux,31000.0,250.0,65.31844930663623,80.72009953899783,82.96142624582471,27160.50853098148,0.0,0.3515230804957804,659.8342537111339,68.29753874332236,0.0
webflux,31000.0,260.0,64.42659079392475,80.47019933527602,84.44287357683999,26656.290147494023,0.0,0.369575632531689,665.8199607391193,62.90085918358047,0.0
webflux,31000.0,270.0,67.46510496709126,83.77260385870213,87.07191974054663,27090.48235243837,0.0,0.3600187543705119,646.7790823549021,67.34513610272133,0.0
webflux,31000.0,280.0,66.33252289462922,80.8953996917835,90.63768790370706,29121.753843845607,0.0,0.35064744498307965,682.3776310699541,69.24438537400248,0.0
webflux,31000.0,290.0,68.02849304469413,79.26207021638537,88.52405231801521,28877.17274940112,0.0,0.3876664373096949,653.5922377411272,67.13262803718256,0.0
webflux,31000.0,300.0,69.47255136880624,83.52410140280041,86.86616490915628,27822.370876506873,0.0,0.3728714117121967,674.0853535382639,63.72895766314052,0.0
webflux,31000.0,310.0,67.14781707247192,85.44157237222616,94.97958533556589,27463.87977605205,0.0,0.37995517861664674,660.564317557609,66.56121291096382,0.0
webflux,31000.0,320.0,67.68181228602975,80.25541344333904,91.80084584371893,27337.51369554433,0.0,0.3877112376241991,605.0227362505692,73.47106270175252,0.0
webflux,31000.0,340.0,67.43527099876225,87.46617290747483,95.79114629482753,28693.32874870523,0.0,0.3860898634963542,686.7585825998478,69.35177070086142,0.0
webflux,31000.0,350.0,68.08297434009218,84.28514322600465,98.27030357985963,28373.69113833541,0.0,0.3808183654410117,627.2796527281728,74.092300292833,0.0
webflux,31000.0,360.0,68.35912043998853,80.0137741451395,87.21565042350574,27395.140964446295,0.0,0.3773067561952792,644.5188031499973,66.9038820482111,0.0
webflux,31000.0,370.0,68.36363090818443,86.27345301700473,91.74802822152421,27268.493876321067,0.0,0.3684246055690061,641.5034772550221,70.1594822104503,0.0
webflux,31000.0,380.0,67.82050869423794,81.00698062613404,95.85592066102082,29447.62672796546,0.0,0.39649659194644704,666.0076886820463,67.78727368168393,0.0
webflux,31000.0,390.0,69.67713410742648,79.81633247096651,87.6494267829153,27973.711036296798,0.0,0.3949379395923539,669.7864554810355,68.41539887050747,0.0
webflux,31000.0,400.0,64.36489980574427,81.92032794517178,91.22238234509268,28073.15702421085,0.0,0.3802095412016145,683.1234842222902,68.5420858745055,0.0
webflux,31000.0,410.0,75.49049009067056,87.75587995927454,96.07649333958132,27853.223367349314,0.0,0.38961926013916587,701.1832730129781,72.08586019271861,0.0
webflux,31000.0,420.0,70.6116023194313,84.52942744819984,92.95375877051464,27919.334073551778,0.0,0.4082460964914208,655.4800402660209,68.01703931617867,0.0
webflux,31000.0,430.0,74.8405693043874,86.70525790441998,99.95446535688389,27336.29279453024,0.0,0.39216428215537136,676.2166566515754,75.27248360503587,0.0
webflux,31000.0,440.0,72.27433726807821,83.19483774587766,99.19234861668892,28144.181351397536,0.0,0.4304715727930559,669.8585939610117,72.07889479231335,0.0
webflux,31000.0,450.0,76.65540953747767,99.51072702321298,98.70796518689068,28987.08884981415,0.0,0.4009940582201125,644.8675873335378,76.92450518456891,0.0
webflux,31000.0,460.0,76.64896079674998,94.13146370474368,101.68201892885386,27223.973243342403,0.0,0.40952122665005813,655.5109083829295,79.8389273724233,0.0
webflux,31000.0,470.0,77.84841928816968,89.29409435314382,100.13858666683574,27550.591014347538,0.0,0.41109380865063133,675.8542634862581,83.41734940268584,0.0
webflux,31000.0,480.0,79.05168403445987,89.70052200613841,103.32716834432895,25536.07250963666,0.0,0.4197620190588404,678.1682802306715,79.65633007667489,0.0
webflux,31000.0,490.0,84.30617306312364,88.3978564332074,102.51400297987203,27695.95917508772,0.0,0.42418729337702504,624.9833326126998,84.08431687290498,0.0
webflux,31000.0,500.0,85.61220791947085,96.55269945386088,110.02675401426421,28293.048947187577,0.0,0.4167578655818391,689.5322906936789,78.13320235668088,0.0
webflux,32000.0,50.0,61.127188790748946,70.94755994186734,77.5812312946745,30757.058470509644,0.0,0.32290970195430896,683.6024392321027,58.26678928814081,0.0
webflux,32000.0,60.0,59.39384765911628,70.52690067827265,77.54718411142093,31716.32282066097,0.0,0.3253993075875284,679.4837747373673,56.7953286876649,0.0
webflux,32000.0,70.0,61.38167334818366,79.38587242562495,83.98659373116479,31908.60919422928,0.0,0.33527517046085165,657.499885758408,60.87699959893714,0.0
webflux,32000.0,80.0,61.595196413257476,78.64249782286417,84.8895813443148,30322.03661539889,0.0,0.33014177413051765,679.4598278808324,60.541904610482554,0.0
webflux,32000.0,90.0,64.0085252760061,78.33276322016063,86.05049194146076,28364.376020624484,0.0,0.33606907803062774,662.5231982435013,61.23160490348676,0.0
webflux,32000.0,100.0,59.259758531721964,77.6223547504802,86.34082353235948,30906.044187518735,0.0,0.3317156451553346,660.9302520529296,61.18383366819972,0.0
webflux,32000.0,110.0,60.596693528107245,80.15166171170661,87.69061114842258,31619.94612386954,0.0,0.3479815972875122,646.7224970982371,64.69240788826005,0.0
webflux,32000.0,120.0,64.32550645959584,76.55254228111427,89.89119466125135,28379.188024150186,0.0,0.3399604357245538,658.8100660247685,62.11933137157606,0.0
webflux,32000.0,130.0,62.06227010414643,84.09594936726268,88.63592181104546,30666.461055633725,0.0,0.35339426216398606,665.1088586534087,61.02907538925692,0.0
webflux,32000.0,140.0,64.54290126481597,79.30768666274116,89.55230815600714,32947.221858267156,0.0,0.3347190979144191,658.0508828646022,65.80594756722466,0.0
webflux,32000.0,150.0,66.18417220665921,79.76682772065261,89.63849470923817,31240.049785168176,0.0,0.34892187067124913,679.5070133640476,64.07509102482607,0.0
webflux,32000.0,160.0,62.70130454868154,80.4198374320254,83.26079721300972,30409.23402765492,0.0,0.3638564060916427,679.7343797646139,65.24602444730156,0.0
webflux,32000.0,170.0,65.01307976667681,82.0805371215856,81.86071456927401,33276.99429028236,0.0,0.3388558758390862,676.1955325776381,63.86584341343331,0.0
webflux,32000.0,180.0,66.28185346484568,76.60734678602554,78.19222475994336,30212.708420939307,0.0,0.3458382768867816,702.8710610537644,64.27515982907721,0.0
webflux,32000.0,190.0,62.37207970329895,76.01248433975273,82.97984195157419,31461.941385231683,0.0,0.3508715856886058,702.8574802050689,61.7060275528647,0.0
webflux,32000.0,200.0,63.25294737607366,77.47355276066052,78.11202893926459,31523.24540458099,0.0,0.3821482157211631,674.2349378587782,60.55825492653126,0.0
webflux,32000.0,210.0,69.28372357410704,82.19387206980306,85.97114034357156,30291.358274267965,0.0,0.3431590404120596,696.6603053955545,66.86600843303648,0.0
webflux,32000.0,220.0,67.55120814402004,80.42929772579525,86.73328932097972,31936.295904257135,0.0,0.3720162220566079,671.336754920988,65.21897430672101,0.0
webflux,32000.0,230.0,62.92969019384542,77.05986549871632,82.20411289470648,31597.61192359903,0.0,0.3647862999297045,653.0384678135152,66.56242498087853,0.0
webflux,32000.0,240.0,67.17367029932625,81.58217196560715,86.35324487383815,30377.80352874335,0.0,0.3690421506868367,666.8945137507751,70.14629603924705,0.0
webflux,32000.0,250.0,65.27135401624227,75.80330366610308,86.54956796276538,29539.01348788899,0.0,0.3642161287956398,698.700061851062,70.21916710009262,0.0
webflux,32000.0,260.0,67.3279211106664,78.27619984906771,86.88937828631637,28487.216312856133,0.0,0.3577119835288834,695.3533335229383,68.91552739608262,0.0
webflux,32000.0,270.0,70.97525298677252,76.30899155425331,92.67154278290138,29248.297971661563,0.0,0.3559484772615306,698.3695261688363,67.4824282130143,0.0
webflux,32000.0,280.0,73.07444450343326,79.63414169765224,89.03134149893108,28916.56395007841,0.0,0.37820207078881946,694.8876540348851,71.18025722423438,0.0
webflux,32000.0,290.0,68.47182455767194,80.6839284345868,90.76638192269353,29556.512829393156,0.0,0.380183678807675,671.2060016592018,72.79010512769061,0.0
webflux,32000.0,300.0,68.74506154538074,82.9034546876063,97.11223491680462,30133.78494756668,0.0,0.3847791879706387,690.8822482108088,68.67036694540995,0.0
webflux,32000.0,320.0,71.68762082556758,83.59996486031174,95.92076225563116,28198.41823939472,0.0,0.3809775335879996,697.7034533169788,71.57586980996983,0.0
webflux,32000.0,330.0,71.69730257333369,82.54509773714194,94.747535538917,28759.58851793966,0.0,0.4037877749828755,690.5610462292508,68.7433749885285,0.0
webflux,32000.0,340.0,68.32532712109811,81.13999770711962,95.47265869701445,29793.399034409926,0.0,0.3719284953056828,688.0186325510682,69.29386929080722,0.0
webflux,32000.0,350.0,71.33920618139767,86.69008792467051,95.0874922531259,28258.70992056625,0.0,0.38953694235440645,668.1478255517321,70.88619324467298,0.0
webflux,32000.0,360.0,71.02249221520472,83.49107610082434,91.09912152905541,29978.144868959316,0.0,0.3834492287835767,685.9258578743131,72.20698119449244,0.0
webflux,32000.0,370.0,68.32787218722606,76.82978969129907,91.48914359734684,27800.0640737773,0.0,0.39714714225959546,701.30511120748,70.08225460180529,0.0
webflux,32000.0,380.0,64.00401515394483,82.26376726310818,93.32960286597499,30163.660047089514,0.0,0.3919917881767026,689.7663926106078,65.86696906637182,0.0
webflux,32000.0,390.0,69.5135352931121,78.1469403149245,88.51645941340507,28441.380682385876,0.0,0.3962463129872841,669.6839580583658,66.17147028615918,0.0
webflux,32000.0,400.0,64.3037979926633,81.3743559557021,90.25057596260821,27657.121145301946,0.0,0.386196446570086,676.4465642272313,68.1225151138294,0.0
webflux,32000.0,410.0,72.20061614417124,91.33569882661034,89.76044962169517,28298.22411247562,0.0,0.39574053173809687,647.2553586571122,67.32171229684496,0.0
webflux,32000.0,420.0,72.12889596868605,81.22484477413376,96.98277823215199,28972.807203480457,0.0,0.3901073657391134,660.7738564214794,70.77273179688076,0.0
webflux,32000.0,430.0,75.90487803749095,85.98726285721789,99.65694667527242,27547.6832703316,0.0,0.4051745150542069,675.6734021288386,71.35599859127775,0.0
webflux,32000.0,440.0,74.00601528658753,88.20030685757663,98.11385452750902,28660.643917706966,0.0,0.42379778896952014,658.1743806398285,70.942890043701,0.0
webflux,32000.0,450.0,79.50073606580187,95.72412670492821,101.6130740205712,28513.76916118221,0.0,0.4153785790223591,694.8410425830275,75.76747978521692,0.0
webflux,32000.0,460.0,78.20601339169721,91.12771796486261,100.4509014827608,29794.036814382267,0.0,0.4131777646971822,664.6211790468236,75.47841197986544,0.0
webflux,32000.0,470.0,78.5938326769065,94.3078562234493,101.47171542419258,30113.36187119104,0.0,0.3946143025709793,650.6639345295195,83.04666791052794,0.0
webflux,32000.0,480.0,82.11565789131534,88.65529834412827,107.2451224602342,26982.612860869696,0.0,0.42413768805911356,669.7817676288734,74.10964309365951,0.0
webflux,32000.0,490.0,74.5239485203217,89.48324662911436,105.74806113423449,28208.591661950293,0.0,0.4233240753159637,654.8370570236665,78.25693434657876,0.0
webflux,32000.0,500.0,83.95536975890009,92.4580262749212,100.05901108445865,29179.7803215202,0.0,0.43046147368957965,680.9595960557552,82.35102227515092,0.0
webflux,33000.0,50.0,58.783411753445975,73.50728761771613,85.97777480748167,30992.915049212745,0.0,0.3415490483112728,730.7516542964377,57.49511727980148,0.0
webflux,33000.0,60.0,58.74317338082829,77.49622158617156,87.33025143452605,31467.439513985115,0.0,0.35773885420132073,704.5414567060243,61.53296485694233,0.0
webflux,33000.0,70.0,60.92712723926673,75.78918313250813,82.4874653510732,31883.219400296253,0.0,0.3566385940388072,694.8910588137704,64.15230283051768,0.0
webflux,33000.0,80.0,58.61869812918905,76.6462963380493,83.47542933970853,33030.15314665828,0.0,0.3560407920129583,688.1987068730932,61.106928799715945,0.0
webflux,33000.0,90.0,60.17265671381153,77.25768748989321,83.35956811467685,32114.15801473113,0.0,0.35353051481811704,726.6472391378526,61.44265419807398,0.0
webflux,33000.0,100.0,58.9041197431622,80.5527207357768,89.79972952409447,31535.14084460577,0.0,0.3583853877334903,664.6934445121921,61.62797755022902,0.0
webflux,33000.0,110.0,63.54826192968891,78.72906734013942,93.78408406584178,32110.701544195414,0.0,0.38259581784486313,672.9447834741118,60.908227848040724,0.0
webflux,33000.0,120.0,61.042577390041366,77.590020730428,88.20014115786441,30795.55349835647,0.0,0.3674185893889245,703.9297605505669,63.67445953021677,0.0
webflux,33000.0,130.0,62.40489444146766,77.55627939342405,85.6684841188269,32055.821388813372,0.0,0.3618278709169092,665.9854236459212,59.362634037044025,0.0
webflux,33000.0,140.0,60.131291471839404,80.69826194753948,88.19390567706512,30567.39335769921,0.0,0.39686556780297655,699.0616337002831,60.5025088799739,0.0
webflux,33000.0,150.0,60.34402384236542,84.0176819481401,86.74042260669657,30649.594802502117,0.0,0.3834420341142679,672.4265406487361,58.91080650154135,0.0
webflux,33000.0,160.0,63.97045336459039,79.75187966951813,89.79847883427324,33856.8098963919,0.0,0.3827719250594453,716.6248170900346,64.7864438899312,0.0
webflux,33000.0,170.0,60.055805913191776,80.61665614887568,88.332956248104,33209.798455039425,0.0,0.40680332728021845,693.8029309788581,64.84597655186083,0.0
webflux,33000.0,180.0,62.61333855166841,80.22619137870858,83.84194753961096,33670.817234619724,0.0,0.4001416159176832,717.7197144162686,63.79158603029215,0.0
webflux,33000.0,190.0,63.35718167712383,85.47706506514173,89.00960700791688,32056.853575823086,0.0,0.3700708152328587,673.5601328160602,63.345900131994206,0.0
webflux,33000.0,200.0,66.63535440080213,79.93694186285502,89.83444216770049,31837.964530508954,0.0,0.38751644581039446,693.2820087244264,62.51901445932715,0.0
webflux,33000.0,210.0,68.72737949534306,83.32927143804586,92.67318951986272,32667.25083459809,0.0,0.35958343269040394,672.3001687619906,65.90486381588651,0.0
webflux,33000.0,220.0,68.44816676927297,83.43874972198786,89.31933361439744,33684.08507710834,0.0,0.38148036519553336,700.0964658571883,65.1927729813008,0.0
webflux,33000.0,230.0,69.63766711735691,80.31370244721656,88.48849404545997,29910.351039605634,0.0,0.37713470122322673,680.2751180268094,68.6259367323306,0.0
webflux,33000.0,240.0,67.213926413027,76.04427319606211,89.60557879251316,31387.812089844123,0.0,0.3756853651170996,652.5618879570272,70.3780578503547,0.0
webflux,33000.0,250.0,71.9905081059773,77.17661132115111,89.18118894973937,29560.85461223022,0.0,0.3757732246466022,704.7464383714934,70.4268397719769,0.0
webflux,33000.0,260.0,67.42474923597219,78.03004991092641,87.31673541242036,29711.705927493527,0.0,0.3845293726244264,659.6507432872685,71.29417037465372,0.0
webflux,33000.0,270.0,70.48662096864356,82.31498752353974,90.32150525704854,31261.659116272065,0.0,0.3642049806678357,694.3732106543627,70.19766401345399,0.0
webflux,33000.0,280.0,69.44854125785139,82.37008566287989,90.57378036382148,28674.34621825805,0.0,0.3924493522618452,707.2305388397623,70.87621143367707,0.0
webflux,33000.0,300.0,69.02018733507582,85.06457378835641,98.8561484064869,31612.229606832832,0.0,0.3890934175110126,703.0880599971831,69.79390341860923,0.0
webflux,33000.0,310.0,70.5158845004291,84.5882237801256,96.26471813956589,27177.42540805033,0.0,0.3795657259512692,711.7910587047395,73.58056744866069,0.0
webflux,33000.0,320.0,71.76565562196143,85.89400824557104,94.95236028239589,29187.333479370547,0.0,0.37821921641979706,674.8143945073035,69.16293853417612,0.0
webflux,33000.0,330.0,73.21265640882989,84.66078860018968,94.69029228914648,29379.77526496455,0.0,0.39580820646170223,673.9265359606319,70.67974228585416,0.0
webflux,33000.0,340.0,66.00244693525102,81.23494727025651,93.43814235801388,28453.25575218759,0.0,0.3895123975748052,734.0627279179633,68.8558732137108,0.0
webflux,33000.0,350.0,71.34580301647867,85.74708487926792,92.98476980738833,29342.81495669766,0.0,0.402912372107069,663.9790354336876,71.15682866114005,0.0
webflux,33000.0,360.0,69.93229948848737,85.20672751595703,96.73400803418001,29576.9749932574,0.0,0.38431872275740253,694.2057597902054,64.19322138701423,0.0
webflux,33000.0,370.0,64.71974604842529,82.31407370651286,93.45869367851938,29281.70089509783,0.0,0.373109375698451,682.4928243187142,67.97496557990407,0.0
webflux,33000.0,380.0,68.4386015371119,86.08557644289377,90.36483144855055,31599.262760163005,0.0,0.4031200993522506,679.5500111334908,70.8657331718756,0.0
webflux,33000.0,390.0,65.358833806038,83.59460081425608,90.84276162015715,30103.10827058528,0.0,0.40633614663053835,657.0349449409437,67.77618319125379,0.0
webflux,33000.0,400.0,72.07560026523261,86.66577958378198,98.30026643617335,29178.187263131553,0.0,0.40587922426603606,641.8540171489008,69.26855766684263,0.0
webflux,33000.0,410.0,69.90072898003417,86.09508519441532,96.38703914187025,29177.67393400764,0.0,0.4034225048697607,704.2531925967484,70.04764747440706,0.0
webflux,33000.0,420.0,66.75796977717259,88.61289570904967,91.64092948151328,30748.744300164944,0.0,0.4020197324164111,680.8097764508674,65.981930013678,0.0
webflux,33000.0,430.0,65.75252330386012,88.38880534691141,95.396927614067,30361.688426623452,0.0,0.3979172428304765,647.8685665838423,67.99529875815068,0.0
webflux,33000.0,440.0,66.93927848144324,81.08975922597757,97.32121832634294,29620.97703503659,0.0,0.40363448216159187,710.4372839219234,68.52647510670421,0.0
webflux,33000.0,450.0,72.75091636301075,89.91463125555315,103.1419130966586,29576.096522305834,0.0,0.43522395971794015,692.6910287984856,71.32923144862376,0.0
webflux,33000.0,460.0,74.24687643899051,91.53700161506148,102.39582397528808,29254.73876394137,0.0,0.4241469003885374,706.5467633306523,71.69446873151225,0.0
webflux,33000.0,470.0,67.31745201458742,87.04088947043896,91.11164942405004,27600.604196128807,0.0,0.39800270677765354,690.6907849784051,66.69865222663272,0.0
webflux,33000.0,480.0,69.29792761986914,89.5797120896419,93.20695945972389,30437.898114191816,0.0,0.40506806563487685,688.7321528715689,68.25003914711438,0.0
webflux,33000.0,490.0,69.16060519833883,85.58574066604277,98.66662185826331,30325.697596931645,0.0,0.4084597284138855,634.238489832446,69.90861175873786,0.0
webflux,33000.0,500.0,67.94862759339391,91.67070418685188,91.69733589669072,31858.909139038005,0.0,0.3843203981982577,670.5783543667935,66.49220208840264,0.0
webflux,34000.0,50.0,58.52276768311012,73.05191505249486,87.73282184910803,31339.468288865657,0.0,0.35971715030338813,720.5647962191833,56.743163952026926,0.0
webflux,34000.0,60.0,58.87338734838071,75.68708425520684,80.15159863199213,32879.7245251958,0.0,0.3696314792259473,717.0432751928627,59.20694429922022,0.0
webflux,34000.0,70.0,60.13015964653368,77.30097186491919,87.49306316256157,30008.293405383716,0.0,0.3644918396541884,740.0122045335552,57.3954607725308,0.0
webflux,34000.0,80.0,59.155637795923525,74.42858337653203,87.48233920897883,32635.230868817653,0.0,0.3564256858118181,697.6222181193319,63.43415922673208,0.0
webflux,34000.0,90.0,59.87550565867505,77.26373379392255,93.93251514246785,31513.65488578803,0.0,0.3678538052204591,706.1329423520452,62.07111028374263,0.0
webflux,34000.0,100.0,62.31345797578757,77.74121392264409,86.3863081129012,31510.383105668214,0.0,0.3735964682718421,667.8458108456447,61.99688736902952,0.0
webflux,34000.0,110.0,60.45884354007058,76.1651045735542,89.94524408841737,32961.190320933216,0.0,0.3679882184252341,732.8404577883183,63.39637183506644,0.0
webflux,34000.0,120.0,57.966259288569304,75.46473595061987,83.25867144466962,31894.49332905578,0.0,0.37777695705578007,720.1051417084882,61.20671161063825,0.0
webflux,34000.0,130.0,62.25235953204176,78.3311804216871,89.13717379573335,31702.74234397401,0.0,0.36668187890544995,733.7703139432049,60.80832890441275,0.0
webflux,34000.0,140.0,63.825819965349815,84.402170354372,89.23465493442993,32200.9457666866,0.0,0.36185419504140004,742.2093904809012,62.864136833267025,0.0
webflux,34000.0,150.0,65.38587620940396,78.6228476021107,83.6169120350961,33467.46194751043,0.0,0.3927512395396297,706.7602844663967,61.68802688231204,0.0
webflux,34000.0,160.0,65.84205819116106,80.89770288029332,85.75943173673691,33292.20423488567,0.0,0.3717599430807239,715.1458656854197,65.98490320167738,0.0
webflux,34000.0,170.0,66.43872427717577,79.06463728277446,92.81864758537853,35829.39992079344,0.0,0.4034498904875238,691.8740178562391,64.89339898544657,0.0
webflux,34000.0,180.0,65.40443626931814,80.50153318207705,85.81185869829588,33901.930414195696,0.0,0.37565861668872635,682.0531146353632,61.78088659092507,0.0
webflux,34000.0,190.0,65.75454780089922,76.97405080876106,87.40562129903994,32171.488916452778,0.0,0.36707028104154027,704.2095055179096,61.51973835621954,0.0
webflux,34000.0,200.0,65.14400409318526,79.00761665735757,87.43497730430671,30775.8771019878,0.0,0.3908392019931726,684.909717226083,63.057880860815914,0.0
webflux,34000.0,210.0,66.51193285378923,81.44650068933768,93.54982326186625,32948.03159149826,0.0,0.3876148112869771,694.2304852887389,65.71130271266487,0.0
webflux,34000.0,220.0,63.205668727892586,80.61219941602702,84.25456943032303,30436.639658160766,0.0,0.38357024304435156,715.8037622589613,65.56972967902358,0.0
webflux,34000.0,230.0,64.11173328726672,80.4385757865069,87.10771475352848,30768.466343168646,0.0,0.37127181957669636,693.1085279934612,69.95217910476426,0.0
webflux,34000.0,240.0,73.00270808546937,79.51773544310979,89.42768213667979,32405.105618589092,0.0,0.3640226683088108,727.3289618538064,62.381921263710325,0.0
webflux,34000.0,250.0,65.50759538644581,78.33932526159631,88.02607115962076,30795.948248396602,0.0,0.38770842174367154,706.8358989702135,68.44309985786343,0.0
webflux,34000.0,260.0,66.08992331287833,80.16360094917721,89.37879824560659,31449.278276261888,0.0,0.3942154502308126,736.1334425351442,73.5540648628163,0.0
webflux,34000.0,280.0,70.81052492219403,78.7309013039587,89.61908014933621,30387.943574757413,0.0,0.3943458906901247,685.2639329785524,71.31638696007171,0.0
webflux,34000.0,290.0,65.54611208835907,83.5603085788079,94.68736280786969,28965.409566287835,0.0,0.39834217940655187,697.7679277567509,69.93169426416702,0.0
webflux,34000.0,300.0,70.88888123556947,87.12763029243943,90.94273857351752,28945.18034593582,0.0,0.3796839754097845,718.1235121021493,69.47517428652817,0.0
webflux,34000.0,310.0,70.55685826262909,77.60909956038621,93.09967571176453,30253.364154162264,0.0,0.3905079220758418,690.0329116631863,69.34810853741838,0.0
webflux,34000.0,320.0,69.92232043332879,79.47950105633949,90.11067857660848,30348.283924059444,0.0,0.38013357370626266,656.7234419620435,71.29282196801128,0.0
webflux,34000.0,330.0,75.17068220104707,79.0367442243497,91.29093707876318,29698.92372862476,0.0,0.3857764414258443,705.6795120803116,68.2328083747348,0.0
webflux,34000.0,340.0,71.21114918282342,85.77899703903452,99.68418210389378,30003.15264403248,0.0,0.3767965886969892,688.8532938036999,73.35233559539569,0.0
webflux,34000.0,350.0,68.41113660716886,86.67793486162071,98.88823031835398,31202.251061517865,0.0,0.4117689672129958,678.8833044096465,69.12380618725064,0.0
webflux,34000.0,360.0,70.26731940896714,82.71894154218367,94.67030711588471,31216.291288257955,0.0,0.38522085486344626,710.6082421760581,65.31158097109864,0.0
webflux,34000.0,370.0,69.7260431280961,81.95021484468047,98.49022120443573,31444.19278363513,0.0,0.3940251718994653,679.5971524262849,67.46284524412603,0.0
webflux,34000.0,380.0,61.73785539451299,79.1353991517941,96.84751476618015,31340.080554128766,0.0,0.4088677270460794,661.5748314840528,70.46117995704479,0.0
webflux,34000.0,390.0,62.37423100156897,83.07613242062628,92.20353815110767,31571.248882361746,0.0,0.412129199297509,684.878982246798,67.71196523056028,0.0
webflux,34000.0,400.0,68.57855195057489,81.82630132649615,93.09071723602972,31170.454763965907,0.0,0.4022321372304848,727.161965902343,68.93173339531317,0.0
webflux,34000.0,410.0,67.66279890693579,85.18632894730146,91.62129114952758,30948.619100254193,0.0,0.40669006013832076,700.0713308188054,64.33414982227322,0.0
webflux,34000.0,420.0,69.72661171109178,86.71804518726918,94.07578297265759,30286.039132619142,0.0,0.4166349266335649,729.8898213875178,65.12856356331643,0.0
webflux,34000.0,430.0,71.31336596667084,86.20555575166499,96.47326230516678,30355.137674296227,0.0,0.3938383418426483,689.008917577962,69.82760850416602,0.0
webflux,34000.0,440.0,70.27172768655348,82.87938122798457,97.26280743416442,29624.986767728296,0.0,0.42941750714419824,669.6977425947016,70.71792655340894,0.0
webflux,34000.0,450.0,73.58311549796484,92.87574968033618,100.58531100628252,30681.044919403426,0.0,0.4242757767919563,710.717656969483,75.8826076205201,0.0
webflux,34000.0,460.0,73.5324944021724,94.13775370963221,109.9829272796985,29273.08461679371,0.0,0.4170165230714774,712.9348012046985,73.01999010875403,0.0
webflux,34000.0,470.0,71.13404001222823,88.68327799208544,96.0259783833163,30704.009157875273,0.0,0.41915011532988283,697.2513832001407,70.56440285331554,0.0
webflux,34000.0,480.0,75.18653093728271,91.08362995217546,95.07053712623176,30424.25079478486,0.0,0.4279756756488288,707.018257961561,67.8135052403287,0.0
webflux,34000.0,490.0,69.87896015160277,89.83953491040124,90.69622050784288,29019.287357598205,0.0,0.40821295064251006,704.4466605098088,71.14802103043472,0.0
webflux,34000.0,500.0,68.22763213287965,84.7458684132648,95.82543936768789,30695.179984413913,0.0,0.41012895873410615,731.6498452585727,68.75874831672994,0.0
webflux,35000.0,60.0,58.97538778360795,72.37352402527212,89.246066549902,31646.906847776576,0.0,0.3560453249356347,745.1372289776386,62.93324647817563,0.0
webflux,35000.0,70.0,60.615447724362745,76.56134957457628,90.16458143173864,32407.22904691643,0.0,0.3388422403819138,712.2991358262088,59.06156592532639,0.0
webflux,35000.0,80.0,59.38953765823827,74.76677161106068,87.96782844243212,31632.54597751062,0.0,0.3552861046630108,703.919113207479,59.60202391395671,0.0
webflux,35000.0,90.0,60.23145820279751,76.27501639387488,90.1509152027194,32862.66023865988,0.0,0.35712992208998606,663.8841642872223,59.53926184242434,0.0
webflux,35000.0,110.0,63.14845276174028,77.52564998166082,87.81552731971829,31458.26346367273,0.0,0.37949163834595984,748.4380111034965,62.26990421227471,0.0
webflux,35000.0,130.0,64.37071827153034,79.14718720241815,85.39830791019357,32504.94185493527,0.0,0.35497864792871786,719.6188029916258,60.02256208410097,0.0
webflux,35000.0,240.0,67.2492741371471,85.99907016527199,96.43525909146376,29704.968319671545,0.0,0.3949947945964386,699.9579922183251,68.81990328371235,0.0
webflux,35000.0,270.0,65.28056128182128,80.4607564582643,89.48168151435863,31466.773580979992,0.0,0.39781021967563135,719.7888689067789,66.84724352256369,0.0
webflux,35000.0,280.0,62.95429304352368,79.95956968841169,86.68960321450078,30418.768079905596,0.0,0.3855586823416117,691.2851915925411,64.81999315000581,0.0
webflux,35000.0,290.0,67.43408403266106,75.26348467645059,87.53916403703072,30959.495843512883,0.0,0.4058502536196099,676.3513101619022,65.68134829849627,0.0
webflux,35000.0,310.0,70.34505772200534,79.67395009574072,86.5906974949703,31031.962202414175,0.0,0.3751148600290701,710.4260560090661,67.46655255028497,0.0
webflux,35000.0,320.0,64.8736144646194,80.51513080565839,91.07310318645085,29691.046067702595,0.0,0.4092300836945208,674.5494186221558,66.73246512119252,0.0
webflux,35000.0,340.0,66.79987663783783,83.90985248602406,93.07810357915571,31828.29839739471,0.0,0.4220663388417809,701.221268228935,63.052221698053984,0.0
