Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,boot,25000.0,320.0,12612.13,16476.41,21645.8,169.4,0.12,0.13,652.2,12607.58,7.8
,boot,25000.0,330.0,11735.91,15853.15,20528.34,177.49,0.08,0.14,660.8,11732.12,5.2
,boot,25000.0,340.0,10859.68,15229.88,19410.87,185.57,0.04,0.14,669.4,10856.65,2.6
,boot,25000.0,350.0,9983.45,14606.61,18293.4,193.66,0.0,0.14,678.0,9981.19,0.0
,boot,25000.0,360.0,10207.48,14878.81,18429.91,194.43,0.06,0.14,657.8,10204.52,2.0
,boot,25000.0,370.0,10431.51,15151.01,18566.42,195.2,0.12,0.14,637.6,10427.85,4.0
,boot,25000.0,380.0,10655.53,15423.2,18702.94,195.96,0.19,0.13,617.4,10651.18,6.0
,boot,25000.0,390.0,10879.56,15695.4,18839.45,196.73,0.25,0.13,597.2,10874.51,8.0
,boot,25000.0,400.0,11103.59,15967.6,18975.96,197.5,0.31,0.13,577.0,11097.84,10.0
,boot,25000.0,410.0,11163.95,15960.04,18842.54,206.27,0.27,0.12,590.8,11160.44,9.4
,boot,25000.0,420.0,11224.3,15952.48,18709.12,215.04,0.24,0.1,604.6,11223.04,8.8
,boot,25000.0,430.0,11284.66,15944.91,18575.69,223.81,0.2,0.09,618.4,11285.63,8.2
,boot,25000.0,440.0,11345.01,15937.35,18442.27,232.58,0.17,0.07,632.2,11348.23,7.6
,boot,25000.0,450.0,11405.37,15929.79,18308.85,241.35,0.13,0.06,646.0,11410.83,7.0
,boot,25000.0,460.0,12195.67,16080.59,18442.74,245.81,0.13,0.07,640.0,12200.39,11.6
,boot,25000.0,470.0,12985.98,16231.39,18576.63,250.27,0.13,0.08,634.0,12989.95,16.2
,boot,25000.0,480.0,13776.28,16382.2,18710.52,254.72,0.14,0.1,628.0,13779.5,20.8
,boot,25000.0,490.0,14566.59,16533.0,18844.41,259.18,0.14,0.11,622.0,14569.06,25.4
,boot,25000.0,500.0,15356.89,16683.8,18978.3,263.64,0.14,0.12,616.0,15358.62,30.0
,boot,25000.0,430.0,15108.51,16747.93,19383.89,223.15,0.14,0.13,625.8,15111.61,29.2
,boot,25000.0,360.0,14860.13,16812.06,19789.48,182.67,0.13,0.14,635.6,14864.59,28.4
,boot,25000.0,290.0,14611.75,16876.19,20195.06,142.18,0.13,0.14,645.4,14617.58,27.6
,boot,25000.0,220.0,14363.37,16940.32,20600.65,101.7,0.12,0.15,655.2,14370.56,26.8
,boot,25000.0,150.0,14114.99,17004.45,21006.24,61.21,0.12,0.16,665.0,14123.55,26.0
,boot,25000.0,160.0,13951.03,17054.7,21131.83,69.99,0.17,0.16,655.0,13956.93,22.4
,boot,25000.0,170.0,13787.08,17104.95,21257.42,78.78,0.22,0.17,645.0,13790.31,18.8
,boot,25000.0,180.0,13623.12,17155.19,21383.01,87.56,0.26,0.17,635.0,13623.7,15.2
,boot,25000.0,190.0,13459.17,17205.44,21508.6,96.35,0.31,0.18,625.0,13457.08,11.6
,boot,25000.0,200.0,13295.21,17255.69,21634.19,105.13,0.36,0.18,615.0,13290.46,8.0
,boot,25000.0,180.0,13075.69,16841.2,21481.1,95.36,0.34,0.18,602.8,13070.09,9.8
,boot,25000.0,160.0,12856.16,16426.71,21328.0,85.59,0.32,0.18,590.6,12849.72,11.6
,boot,25000.0,140.0,12636.64,16012.22,21174.91,75.82,0.3,0.19,578.4,12629.36,13.4
,boot,25000.0,120.0,12417.11,15597.73,21021.81,66.05,0.28,0.19,566.2,12408.99,15.2
,boot,25000.0,100.0,12197.59,15183.24,20868.72,56.28,0.26,0.19,554.0,12188.62,17.0
,boot,25000.0,90.0,12752.09,15678.08,21571.04,51.56,0.27,0.16,559.2,12743.07,16.2
,boot,25000.0,80.0,13306.59,16172.93,22273.36,46.84,0.28,0.14,564.4,13297.51,15.4
,boot,25000.0,70.0,13861.08,16667.77,22975.69,42.11,0.29,0.11,569.6,13851.96,14.6
,boot,25000.0,60.0,14415.58,17162.62,23678.01,37.39,0.3,0.09,574.8,14406.4,13.8
,boot,25000.0,50.0,14970.08,17657.46,24380.33,32.67,0.31,0.06,580.0,14960.85,13.0
,boot,26000.0,130.0,16044.67,18781.59,24559.94,70.51,0.32,0.06,587.4,16038.64,12.6
,boot,27000.0,210.0,17119.26,19905.72,24739.55,108.35,0.33,0.06,594.8,17116.44,12.2
,boot,28000.0,290.0,18193.86,21029.86,24919.17,146.2,0.35,0.05,602.2,18194.23,11.8
,boot,29000.0,370.0,19268.45,22153.99,25098.78,184.04,0.36,0.05,609.6,19272.03,11.4
,boot,30000.0,450.0,20343.04,23278.12,25278.39,221.88,0.37,0.05,617.0,20349.82,11.0
,boot,30000.0,460.0,19104.24,21957.25,24007.98,223.81,0.33,0.06,610.4,19109.26,13.2
,boot,30000.0,470.0,17865.43,20636.38,22737.57,225.73,0.29,0.07,603.8,17868.69,15.4
,boot,30000.0,480.0,16626.63,19315.52,21467.17,227.66,0.24,0.09,597.2,16628.13,17.6
,boot,30000.0,490.0,15387.82,17994.65,20196.76,229.58,0.2,0.1,590.6,15387.56,19.8
,boot,30000.0,500.0,14149.02,16673.78,18926.35,231.51,0.16,0.11,584.0,14147.0,22.0
,boot,30000.0,470.0,15272.49,17849.8,20623.56,218.7,0.19,0.11,593.2,15270.55,21.8
,boot,30000.0,440.0,16395.97,19025.81,22320.77,205.9,0.22,0.11,602.4,16394.11,21.6
,boot,30000.0,410.0,17519.44,20201.83,24017.98,193.09,0.26,0.1,611.6,17517.66,21.4
,boot,30000.0,380.0,18642.92,21377.84,25715.19,180.29,0.29,0.1,620.8,18641.22,21.2
,boot,30000.0,350.0,19766.39,22553.86,27412.4,167.48,0.32,0.1,630.0,19764.77,21.0
,boot,30000.0,360.0,20267.93,23229.67,28238.27,177.49,0.33,0.12,622.6,20267.54,24.6
,boot,30000.0,370.0,20769.46,23905.48,29064.14,187.5,0.35,0.14,615.2,20770.32,28.2
,boot,30000.0,380.0,21271.0,24581.3,29890.0,197.52,0.36,0.16,607.8,21273.09,31.8
,boot,30000.0,390.0,21772.53,25257.11,30715.87,207.53,0.38,0.18,600.4,21775.87,35.4
,boot,30000.0,400.0,22274.07,25932.92,31541.74,217.54,0.39,0.2,593.0,22278.64,39.0
,boot,30000.0,330.0,20586.81,24373.59,30214.99,177.82,0.34,0.2,592.8,20588.84,32.8
,boot,30000.0,260.0,18899.55,22814.27,28888.25,138.1,0.29,0.2,592.6,18899.04,26.6
,boot,30000.0,190.0,17212.28,21254.94,27561.5,98.37,0.23,0.2,592.4,17209.24,20.4
,boot,30000.0,120.0,15525.02,19695.62,26234.76,58.65,0.18,0.2,592.2,15519.44,14.2
,boot,30000.0,50.0,13837.76,18136.29,24908.01,18.93,0.13,0.2,592.0,13829.64,8.0
,boot,30000.0,60.0,14329.02,18359.79,24718.24,21.48,0.18,0.19,584.4,14321.54,9.2
,boot,30000.0,70.0,14820.28,18583.29,24528.48,24.03,0.23,0.19,576.8,14813.44,10.4
,boot,30000.0,80.0,15311.54,18806.8,24338.71,26.57,0.28,0.18,569.2,15305.35,11.6
,boot,30000.0,90.0,15802.8,19030.3,24148.95,29.12,0.33,0.18,561.6,15797.25,12.8
,boot,30000.0,100.0,16294.06,19253.8,23959.18,31.67,0.38,0.17,554.0,16289.15,14.0
,boot,30000.0,110.0,17055.97,20195.58,25202.55,36.64,0.37,0.15,577.6,17052.14,16.6
,boot,30000.0,120.0,17817.87,21137.35,26445.92,41.61,0.36,0.14,601.2,17815.14,19.2
,boot,30000.0,130.0,18579.78,22079.13,27689.29,46.59,0.35,0.12,624.8,18578.13,21.8
,boot,30000.0,140.0,19341.68,23020.9,28932.66,51.56,0.34,0.11,648.4,19341.13,24.4
,boot,30000.0,150.0,20103.59,23962.68,30176.03,56.53,0.33,0.09,672.0,20104.12,27.0
,boot,30000.0,160.0,20359.04,24303.32,29907.71,63.07,0.31,0.08,667.4,20361.28,29.0
,boot,30000.0,170.0,20614.48,24643.96,29639.38,69.6,0.29,0.08,662.8,20618.44,31.0
,boot,30000.0,180.0,20869.93,24984.6,29371.06,76.14,0.26,0.07,658.2,20875.6,33.0
,boot,30000.0,190.0,21125.37,25325.24,29102.73,82.67,0.24,0.07,653.6,21132.76,35.0
,boot,30000.0,200.0,21380.82,25665.88,28834.41,89.21,0.22,0.06,649.0,21389.92,37.0
,boot,30000.0,210.0,19626.59,23533.44,26725.33,95.85,0.25,0.08,654.2,19633.85,34.4
,boot,30000.0,220.0,17872.35,21401.0,24616.25,102.48,0.28,0.11,659.4,17877.77,31.8
,boot,30000.0,230.0,16118.12,19268.55,22507.18,109.12,0.31,0.13,664.6,16121.7,29.2
,boot,30000.0,240.0,14363.88,17136.11,20398.1,115.75,0.34,0.16,669.8,14365.62,26.6
,boot,30000.0,250.0,12609.65,15003.67,18289.02,122.39,0.37,0.18,675.0,12609.55,24.0
,boot,30000.0,260.0,13883.56,16037.88,19330.45,131.25,0.36,0.16,652.8,13882.37,23.6
,boot,30000.0,270.0,15157.47,17072.08,20371.88,140.11,0.35,0.14,630.6,15155.19,23.2
,boot,30000.0,280.0,16431.39,18106.29,21413.31,148.98,0.34,0.12,608.4,16428.02,22.8
,boot,30000.0,290.0,17705.3,19140.49,22454.74,157.84,0.33,0.1,586.2,17700.84,22.4
,boot,30000.0,300.0,18979.21,20174.7,23496.17,166.7,0.32,0.08,564.0,18973.66,22.0
,boot,31000.0,290.0,19321.51,20571.66,24551.42,154.38,0.33,0.1,581.4,19315.39,19.6
,boot,32000.0,280.0,19663.81,20968.62,25606.66,142.07,0.34,0.12,598.8,19657.13,17.2
,boot,33000.0,270.0,20006.1,21365.59,26661.91,129.75,0.35,0.15,616.2,19998.86,14.8
,boot,34000.0,260.0,20348.4,21762.55,27717.15,117.44,0.36,0.17,633.6,20340.6,12.4
,boot,35000.0,250.0,20690.7,22159.51,28772.4,105.12,0.37,0.19,651.0,20682.33,10.0
,boot,35000.0,260.0,21714.45,23310.51,29487.45,115.46,0.32,0.18,658.4,21705.89,12.0
,boot,35000.0,270.0,22738.2,24461.51,30202.49,125.79,0.28,0.17,665.8,22729.46,14.0
,boot,35000.0,280.0,23761.96,25612.52,30917.54,136.13,0.23,0.15,673.2,23753.02,16.0
,boot,35000.0,290.0,24785.71,26763.52,31632.58,146.46,0.19,0.14,680.6,24776.59,18.0
,boot,35000.0,300.0,25809.46,27914.52,32347.63,156.8,0.14,0.13,688.0,25800.15,20.0
,boot,35000.0,270.0,23309.36,25432.69,30285.66,144.33,0.16,0.13,667.4,23302.56,19.2
,boot,35000.0,240.0,20809.25,22950.86,28223.68,131.86,0.19,0.13,646.8,20804.97,18.4
,boot,35000.0,210.0,18309.15,20469.04,26161.71,119.4,0.21,0.12,626.2,18307.38,17.6
,boot,35000.0,180.0,15809.04,17987.21,24099.73,106.93,0.24,0.12,605.6,15809.79,16.8
,boot,35000.0,150.0,13308.94,15505.38,22037.76,94.46,0.26,0.12,585.0,13312.2,16.0
,boot,35000.0,160.0,15407.13,17580.46,23378.7,96.78,0.28,0.11,584.6,15410.87,17.4
,boot,35000.0,170.0,17505.31,19655.55,24719.64,99.1,0.3,0.1,584.2,17509.53,18.8
,boot,35000.0,180.0,19603.5,21730.63,26060.58,101.43,0.33,0.08,583.8,19608.2,20.2
,boot,35000.0,190.0,21701.68,23805.72,27401.52,103.75,0.35,0.07,583.4,21706.86,21.6
,boot,35000.0,200.0,23799.87,25880.8,28742.46,106.07,0.37,0.06,583.0,23805.53,23.0
,boot,35000.0,250.0,24134.38,26243.12,29341.76,130.98,0.36,0.06,578.0,24140.54,26.4
,boot,35000.0,300.0,24468.89,26605.44,29941.06,155.9,0.35,0.06,573.0,24475.54,29.8
,boot,35000.0,350.0,24803.39,26967.76,30540.35,180.81,0.33,0.07,568.0,24810.55,33.2
,boot,35000.0,400.0,25137.9,27330.08,31139.65,205.73,0.32,0.07,563.0,25145.55,36.6
,boot,35000.0,450.0,25472.41,27692.4,31738.95,230.64,0.31,0.07,558.0,25480.56,40.0
,boot,35000.0,460.0,25339.24,27940.97,31859.42,234.48,0.3,0.07,561.4,25345.69,40.4
,boot,35000.0,470.0,25206.07,28189.55,31979.88,238.31,0.29,0.07,564.8,25210.81,40.8
,boot,35000.0,480.0,25072.9,28438.12,32100.35,242.15,0.28,0.08,568.2,25075.94,41.2
,boot,35000.0,490.0,24939.73,28686.7,32220.81,245.98,0.27,0.08,571.6,24941.06,41.6
,boot,35000.0,500.0,24806.56,28935.27,32341.28,249.82,0.26,0.08,575.0,24806.19,42.0
,boot,35000.0,470.0,23738.43,27465.26,30667.26,236.97,0.23,0.08,576.8,23739.33,37.0
,boot,35000.0,440.0,22670.3,25995.25,28993.24,224.11,0.2,0.08,578.6,22672.47,32.0
,boot,35000.0,410.0,21602.16,24525.24,27319.21,211.26,0.16,0.08,580.4,21605.6,27.0
,boot,35000.0,380.0,20534.03,23055.23,25645.19,198.4,0.13,0.08,582.2,20538.74,22.0
,boot,35000.0,350.0,19465.9,21585.22,23971.17,185.55,0.1,0.08,584.0,19471.88,17.0
,boot,35000.0,360.0,20369.59,22918.7,25322.67,189.43,0.12,0.08,594.4,20372.85,16.8
,boot,35000.0,370.0,21273.28,24252.18,26674.17,193.32,0.15,0.09,604.8,21273.81,16.6
,boot,35000.0,380.0,22176.98,25585.66,28025.67,197.2,0.17,0.09,615.2,22174.78,16.4
,boot,35000.0,390.0,23080.67,26919.14,29377.17,201.09,0.2,0.1,625.6,23075.74,16.2
,boot,35000.0,400.0,23984.36,28252.62,30728.67,204.97,0.22,0.1,636.0,23976.71,16.0
,boot,35000.0,330.0,22684.32,26876.61,29882.21,171.2,0.21,0.11,638.6,22676.41,15.0
,boot,35000.0,260.0,21384.29,25500.61,29035.75,137.43,0.19,0.12,641.2,21376.11,14.0
,boot,35000.0,190.0,20084.25,24124.6,28189.28,103.67,0.18,0.14,643.8,20075.8,13.0
,boot,35000.0,120.0,18784.22,22748.6,27342.82,69.9,0.16,0.15,646.4,18775.5,12.0
,boot,35000.0,50.0,17484.18,21372.59,26496.36,36.13,0.15,0.16,649.0,17475.2,11.0
,boot,35000.0,60.0,17406.48,21032.0,25820.15,38.53,0.15,0.16,658.8,17400.78,13.2
,boot,35000.0,70.0,17328.78,20691.41,25143.94,40.93,0.14,0.16,668.6,17326.36,15.4
,boot,35000.0,80.0,17251.09,20350.81,24467.73,43.34,0.14,0.16,678.4,17251.93,17.6
,boot,35000.0,90.0,17173.39,20010.22,23791.52,45.74,0.13,0.16,688.2,17177.51,19.8
,boot,35000.0,100.0,17095.69,19669.63,23115.31,48.14,0.13,0.16,698.0,17103.09,22.0
,boot,36000.0,130.0,18226.87,20611.03,23820.82,67.11,0.15,0.14,694.8,18232.44,25.0
,boot,37000.0,160.0,19358.06,21552.43,24526.33,86.08,0.16,0.13,691.6,19361.8,28.0
,boot,38000.0,190.0,20489.24,22493.82,25231.84,105.06,0.18,0.11,688.4,20491.15,31.0
,boot,39000.0,220.0,21620.43,23435.22,25937.35,124.03,0.19,0.1,685.2,21620.51,34.0
,boot,40000.0,250.0,22751.61,24376.62,26642.86,143.0,0.21,0.08,682.0,22749.86,37.0
,boot,40000.0,260.0,24276.02,26190.8,28440.22,144.94,0.23,0.09,684.6,24275.35,34.8
,boot,40000.0,270.0,25800.43,28004.97,30237.58,146.88,0.26,0.1,687.2,25800.85,32.6
,boot,40000.0,280.0,27324.84,29819.15,32034.95,148.82,0.28,0.1,689.8,27326.34,30.4
,boot,40000.0,290.0,28849.25,31633.32,33832.31,150.76,0.31,0.11,692.4,28851.84,28.2
,boot,40000.0,300.0,30373.66,33447.5,35629.67,152.7,0.33,0.12,695.0,30377.33,26.0
,boot,40000.0,270.0,27921.72,31348.31,34406.94,135.56,0.33,0.13,680.0,27924.47,24.4
,boot,40000.0,240.0,25469.78,29249.13,33184.2,118.41,0.33,0.14,665.0,25471.62,22.8
,boot,40000.0,210.0,23017.85,27149.94,31961.47,101.27,0.34,0.15,650.0,23018.76,21.2
,boot,40000.0,180.0,20565.91,25050.76,30738.73,84.12,0.34,0.16,635.0,20565.91,19.6
,boot,40000.0,150.0,18113.97,22951.57,29516.0,66.98,0.34,0.17,620.0,18113.05,18.0
,boot,40000.0,160.0,19512.77,24251.59,30136.03,76.32,0.29,0.15,615.8,19513.67,17.4
,boot,40000.0,170.0,20911.58,25551.61,30756.06,85.66,0.25,0.12,611.6,20914.3,16.8
,boot,40000.0,180.0,22310.38,26851.64,31376.1,95.01,0.2,0.1,607.4,22314.92,16.2
,boot,40000.0,190.0,23709.19,28151.66,31996.13,104.35,0.16,0.07,603.2,23715.55,15.6
,boot,40000.0,200.0,25107.99,29451.68,32616.16,113.69,0.11,0.05,599.0,25116.17,15.0
,boot,40000.0,250.0,25371.39,29691.17,32916.06,133.68,0.14,0.08,598.2,25379.59,16.8
,boot,40000.0,300.0,25634.8,29930.67,33215.95,153.66,0.17,0.11,597.4,25643.01,18.6
,boot,40000.0,350.0,25898.2,30170.16,33515.85,173.65,0.21,0.13,596.6,25906.42,20.4
,boot,40000.0,400.0,26161.61,30409.66,33815.74,193.63,0.24,0.16,595.8,26169.84,22.2
,boot,40000.0,450.0,26425.01,30649.15,34115.64,213.62,0.27,0.19,595.0,26433.26,24.0
,boot,40000.0,460.0,26711.46,30580.82,34215.81,218.62,0.29,0.17,613.0,26719.51,25.6
,boot,40000.0,470.0,26997.91,30512.5,34315.98,223.63,0.31,0.15,631.0,27005.76,27.2
,boot,40000.0,480.0,27284.35,30444.17,34416.14,228.63,0.33,0.14,649.0,27292.0,28.8
,boot,40000.0,490.0,27570.8,30375.85,34516.31,233.64,0.35,0.12,667.0,27578.25,30.4
,boot,40000.0,500.0,27857.25,30307.52,34616.48,238.64,0.37,0.1,685.0,27864.5,32.0
,boot,40000.0,470.0,26143.33,28307.33,32989.49,228.45,0.36,0.1,677.2,26149.72,29.2
,boot,40000.0,440.0,24429.42,26307.14,31362.5,218.25,0.36,0.11,669.4,24434.94,26.4
,boot,40000.0,410.0,22715.5,24306.95,29735.51,208.06,0.35,0.11,661.6,22720.16,23.6
,boot,40000.0,380.0,21001.59,22306.76,28108.52,197.86,0.35,0.12,653.8,21005.38,20.8
,boot,40000.0,350.0,19287.67,20306.57,26481.53,187.67,0.34,0.12,646.0,19290.6,18.0
,boot,40000.0,360.0,20921.12,22504.14,28058.5,193.27,0.29,0.12,643.0,20922.66,23.6
,boot,40000.0,370.0,22554.56,24701.72,29635.47,198.88,0.25,0.13,640.0,22554.72,29.2
,boot,40000.0,380.0,24188.01,26899.29,31212.44,204.48,0.2,0.13,637.0,24186.77,34.8
,boot,40000.0,390.0,25821.45,29096.87,32789.41,210.09,0.16,0.14,634.0,25818.83,40.4
,boot,40000.0,400.0,27454.9,31294.44,34366.38,215.69,0.11,0.14,631.0,27450.89,46.0
,boot,40000.0,330.0,25966.19,29849.2,32744.77,179.55,0.12,0.13,615.0,25963.77,41.2
,boot,40000.0,260.0,24477.48,28403.97,31123.16,143.41,0.14,0.11,599.0,24476.66,36.4
,boot,40000.0,190.0,22988.76,26958.73,29501.54,107.27,0.15,0.1,583.0,22989.54,31.6
,boot,40000.0,120.0,21500.05,25513.5,27879.93,71.13,0.17,0.08,567.0,21502.43,26.8
,boot,40000.0,50.0,20011.34,24068.26,26258.32,34.99,0.18,0.07,551.0,20015.31,22.0
,boot,40000.0,60.0,22046.5,25928.67,28365.72,38.29,0.21,0.08,572.6,22049.56,26.2
,boot,40000.0,70.0,24081.65,27789.08,30473.12,41.59,0.24,0.09,594.2,24083.81,30.4
,boot,40000.0,80.0,26116.81,29649.5,32580.51,44.9,0.27,0.11,615.8,26118.06,34.6
,boot,40000.0,90.0,28151.96,31509.91,34687.91,48.2,0.3,0.12,637.4,28152.31,38.8
,boot,40000.0,100.0,30187.12,33370.32,36795.31,51.5,0.33,0.13,659.0,30186.56,43.0
,boot,41000.0,90.0,31254.07,34294.06,38069.43,50.12,0.31,0.12,661.8,31254.2,47.6
,boot,42000.0,80.0,32321.02,35217.79,39343.55,48.74,0.29,0.11,664.6,32321.83,52.2
,boot,43000.0,70.0,33387.98,36141.53,40617.68,47.36,0.28,0.1,667.4,33389.47,56.8
,boot,44000.0,60.0,34454.93,37065.26,41891.8,45.98,0.26,0.09,670.2,34457.1,61.4
,boot,45000.0,50.0,35521.88,37989.0,43165.92,44.6,0.24,0.08,673.0,35524.74,66.0
,boot,45000.0,60.0,33680.66,36371.75,41810.35,46.48,0.27,0.1,675.4,33681.35,61.0
,boot,45000.0,70.0,31839.44,34754.5,40454.77,48.36,0.29,0.13,677.8,31837.97,56.0
,boot,45000.0,80.0,29998.21,33137.25,39099.2,50.25,0.32,0.15,680.2,29994.58,51.0
,boot,45000.0,90.0,28156.99,31520.0,37743.62,52.13,0.34,0.18,682.6,28151.2,46.0
,boot,45000.0,100.0,26315.77,29902.75,36388.05,54.01,0.37,0.2,685.0,26307.81,41.0
,boot,45000.0,140.0,27826.34,31540.08,38079.58,74.63,0.33,0.17,678.0,27818.42,38.4
,boot,45000.0,180.0,29336.92,33177.41,39771.11,95.25,0.29,0.14,671.0,29329.03,35.8
,boot,45000.0,220.0,30847.49,34814.73,41462.63,115.88,0.24,0.12,664.0,30839.64,33.2
,boot,45000.0,260.0,32358.07,36452.06,43154.16,136.5,0.2,0.09,657.0,32350.25,30.6
,boot,45000.0,300.0,33868.64,38089.39,44845.69,157.12,0.16,0.06,650.0,33860.86,28.0
,boot,45000.0,290.0,31142.88,35021.19,40921.3,149.0,0.16,0.08,639.0,31138.45,27.6
,boot,45000.0,280.0,28417.12,31952.99,36996.91,140.87,0.15,0.1,628.0,28416.05,27.2
,boot,45000.0,270.0,25691.36,28884.8,33072.52,132.75,0.15,0.11,617.0,25693.64,26.8
,boot,45000.0,260.0,22965.6,25816.6,29148.13,124.62,0.14,0.13,606.0,22971.24,26.4
,boot,45000.0,250.0,20239.84,22748.4,25223.74,116.5,0.14,0.15,595.0,20248.83,26.0
,boot,45000.0,240.0,21392.82,23957.86,26392.54,115.68,0.17,0.16,587.4,21400.36,24.0
,boot,45000.0,230.0,22545.79,25167.32,27561.34,114.85,0.2,0.16,579.8,22551.89,22.0
,boot,45000.0,220.0,23698.77,26376.78,28730.13,114.03,0.23,0.17,572.2,23703.41,20.0
,boot,45000.0,210.0,24851.74,27586.24,29898.93,113.2,0.26,0.17,564.6,24854.94,18.0
,boot,45000.0,200.0,26004.72,28795.7,31067.73,112.38,0.29,0.18,557.0,26006.47,16.0
,boot,45000.0,190.0,26149.48,29321.31,32161.76,103.04,0.31,0.17,563.8,26149.55,15.8
,boot,45000.0,180.0,26294.24,29846.93,33255.79,93.7,0.33,0.16,570.6,26292.63,15.6
,boot,45000.0,170.0,26439.0,30372.54,34349.83,84.37,0.34,0.16,577.4,26435.72,15.4
,boot,45000.0,160.0,26583.76,30898.16,35443.86,75.03,0.36,0.15,584.2,26578.8,15.2
,boot,45000.0,150.0,26728.52,31423.77,36537.89,65.69,0.38,0.14,591.0,26721.88,15.0
,boot,45000.0,220.0,26860.58,31509.71,36981.87,104.23,0.34,0.13,588.0,26856.68,22.0
,boot,45000.0,290.0,26992.63,31595.64,37425.85,142.77,0.3,0.12,585.0,26991.48,29.0
,boot,45000.0,360.0,27124.69,31681.58,37869.84,181.31,0.26,0.12,582.0,27126.29,36.0
,boot,45000.0,430.0,27256.74,31767.51,38313.82,219.85,0.22,0.11,579.0,27261.09,43.0
,boot,45000.0,500.0,27388.8,31853.45,38757.8,258.39,0.18,0.1,576.0,27395.89,50.0
,boot,45000.0,490.0,28177.93,31995.67,38139.94,249.81,0.22,0.09,598.2,28185.08,45.2
,boot,45000.0,480.0,28967.05,32137.9,37522.09,241.24,0.26,0.08,620.4,28974.26,40.4
,boot,45000.0,470.0,29756.18,32280.12,36904.23,232.66,0.3,0.08,642.6,29763.45,35.6
,boot,45000.0,460.0,30545.3,32422.35,36286.38,224.09,0.34,0.07,664.8,30552.63,30.8
,boot,45000.0,450.0,31334.43,32564.57,35668.52,215.51,0.38,0.06,687.0,31341.82,26.0
,boot,45000.0,440.0,31745.22,33302.13,36294.46,211.58,0.38,0.07,669.0,31751.68,32.4
,boot,45000.0,430.0,32156.02,34039.7,36920.4,207.65,0.38,0.08,651.0,32161.55,38.8
,boot,45000.0,420.0,32566.81,34777.26,37546.35,203.72,0.37,0.1,633.0,32571.41,45.2
,boot,45000.0,410.0,32977.61,35514.83,38172.29,199.79,0.37,0.11,615.0,32981.28,51.6
,boot,45000.0,400.0,33388.4,36252.39,38798.23,195.86,0.37,0.12,597.0,33391.14,58.0
,boot,45000.0,390.0,31259.13,34171.62,37113.26,194.83,0.34,0.13,602.6,31262.91,49.4
,boot,45000.0,380.0,29129.86,32090.84,35428.29,193.81,0.32,0.14,608.2,29134.68,40.8
,boot,45000.0,370.0,27000.59,30010.07,33743.31,192.78,0.29,0.14,613.8,27006.46,32.2
,boot,45000.0,360.0,24871.32,27929.29,32058.34,191.76,0.27,0.15,619.4,24878.23,23.6
,boot,45000.0,350.0,22742.05,25848.52,30373.37,190.73,0.24,0.16,625.0,22750.0,15.0
,boot,46000.0,300.0,21493.64,29078.82,41898.7,158.94,1.17,0.22,628.0,21560.0,13.8
,boot,47000.0,250.0,20245.23,32309.11,53424.02,127.16,2.1,0.28,631.0,20370.0,12.6
,boot,48000.0,200.0,18996.82,35539.41,64949.35,95.37,3.04,0.34,634.0,19180.0,11.4
,boot,49000.0,150.0,17748.41,38769.7,76474.67,63.59,3.97,0.4,637.0,17990.0,10.2
,boot,50000.0,100.0,16500.0,42000.0,88000.0,31.8,4.9,0.46,640.0,16800.0,9.0
,boot,50000.0,90.0,17600.0,49200.0,96400.0,27.48,4.94,0.46,568.0,17940.0,9.6
,boot,50000.0,80.0,18700.0,56400.0,104800.0,23.16,4.98,0.47,496.0,19080.0,10.2
,boot,50000.0,70.0,19800.0,63600.0,113200.0,18.84,5.02,0.47,424.0,20220.0,10.8
,boot,50000.0,60.0,20900.0,70800.0,121600.0,14.52,5.06,0.48,352.0,21360.0,11.4
,boot,50000.0,50.0,22000.0,78000.0,130000.0,10.2,5.1,0.48,280.0,22500.0,12.0
,boot,50000.0,80.0,19420.0,66280.0,111240.0,8248.16,5.92,0.45,344.0,19860.0,10.2
,boot,50000.0,110.0,16840.0,54560.0,92480.0,16486.12,6.74,0.42,408.0,17220.0,8.4
,boot,50000.0,140.0,14260.0,42840.0,73720.0,24724.08,7.56,0.39,472.0,14580.0,6.6
,boot,50000.0,170.0,11680.0,31120.0,54960.0,32962.04,8.38,0.36,536.0,11940.0,4.8
,boot,50000.0,200.0,9100.0,19400.0,36200.0,41200.0,9.2,0.33,600.0,9300.0,3.0
,boot,50000.0,260.0,9320.0,19800.0,36860.0,42320.0,8.88,0.34,608.0,9510.0,3.4
,boot,50000.0,320.0,9540.0,20200.0,37520.0,43440.0,8.56,0.35,616.0,9720.0,3.8
,boot,50000.0,380.0,9760.0,20600.0,38180.0,44560.0,8.24,0.35,624.0,9930.0,4.2
,boot,50000.0,440.0,9980.0,21000.0,38840.0,45680.0,7.92,0.36,632.0,10140.0,4.6
,boot,50000.0,500.0,10200.0,21400.0,39500.0,46800.0,7.6,0.37,640.0,10350.0,5.0
,boot,50000.0,420.0,10720.0,22420.0,41200.0,43540.0,10.44,0.37,624.0,10860.0,5.2
,boot,50000.0,340.0,11240.0,23440.0,42900.0,40280.0,13.28,0.38,608.0,11370.0,5.4
,boot,50000.0,260.0,11760.0,24460.0,44600.0,37020.0,16.12,0.38,592.0,11880.0,5.6
